temperature,year,statistics,country,iso3
0.1,1991,JanAverage,Afghanistan,AFG
1.4,1991,FebAverage,Afghanistan,AFG
6.9,1991,MarAverage,Afghanistan,AFG
12.9,1991,AprAverage,Afghanistan,AFG
17.0,1991,MayAverage,Afghanistan,AFG
22.9,1991,JunAverage,Afghanistan,AFG
25.6,1991,JulAverage,Afghanistan,AFG
23.9,1991,AugAverage,Afghanistan,AFG
19.3,1991,SepAverage,Afghanistan,AFG
12.8,1991,OctAverage,Afghanistan,AFG
7.2,1991,NovAverage,Afghanistan,AFG
4.1,1991,DecAverage,Afghanistan,AFG
0.7,1992,JanAverage,Afghanistan,AFG
2.5,1992,FebAverage,Afghanistan,AFG
5.7,1992,MarAverage,Afghanistan,AFG
11.7,1992,AprAverage,Afghanistan,AFG
16.2,1992,MayAverage,Afghanistan,AFG
22.9,1992,JunAverage,Afghanistan,AFG
24.6,1992,JulAverage,Afghanistan,AFG
22.8,1992,AugAverage,Afghanistan,AFG
17.9,1992,SepAverage,Afghanistan,AFG
12.7,1992,OctAverage,Afghanistan,AFG
8.1,1992,NovAverage,Afghanistan,AFG
4.4,1992,DecAverage,Afghanistan,AFG
-0.3,1993,JanAverage,Afghanistan,AFG
4.2,1993,FebAverage,Afghanistan,AFG
6.2,1993,MarAverage,Afghanistan,AFG
13.5,1993,AprAverage,Afghanistan,AFG
18.7,1993,MayAverage,Afghanistan,AFG
23.0,1993,JunAverage,Afghanistan,AFG
24.7,1993,JulAverage,Afghanistan,AFG
23.4,1993,AugAverage,Afghanistan,AFG
19.5,1993,SepAverage,Afghanistan,AFG
12.0,1993,OctAverage,Afghanistan,AFG
7.3,1993,NovAverage,Afghanistan,AFG
3.3,1993,DecAverage,Afghanistan,AFG
1.1,1994,JanAverage,Afghanistan,AFG
1.3,1994,FebAverage,Afghanistan,AFG
9.0,1994,MarAverage,Afghanistan,AFG
12.2,1994,AprAverage,Afghanistan,AFG
18.7,1994,MayAverage,Afghanistan,AFG
23.8,1994,JunAverage,Afghanistan,AFG
24.9,1994,JulAverage,Afghanistan,AFG
24.4,1994,AugAverage,Afghanistan,AFG
17.1,1994,SepAverage,Afghanistan,AFG
12.4,1994,OctAverage,Afghanistan,AFG
9.4,1994,NovAverage,Afghanistan,AFG
2.3,1994,DecAverage,Afghanistan,AFG
0.8,1995,JanAverage,Afghanistan,AFG
2.9,1995,FebAverage,Afghanistan,AFG
6.4,1995,MarAverage,Afghanistan,AFG
12.2,1995,AprAverage,Afghanistan,AFG
18.0,1995,MayAverage,Afghanistan,AFG
23.5,1995,JunAverage,Afghanistan,AFG
25.6,1995,JulAverage,Afghanistan,AFG
24.3,1995,AugAverage,Afghanistan,AFG
19.0,1995,SepAverage,Afghanistan,AFG
13.5,1995,OctAverage,Afghanistan,AFG
7.8,1995,NovAverage,Afghanistan,AFG
1.8,1995,DecAverage,Afghanistan,AFG
-0.5,1996,JanAverage,Afghanistan,AFG
2.7,1996,FebAverage,Afghanistan,AFG
7.4,1996,MarAverage,Afghanistan,AFG
13.2,1996,AprAverage,Afghanistan,AFG
17.2,1996,MayAverage,Afghanistan,AFG
22.7,1996,JunAverage,Afghanistan,AFG
25.1,1996,JulAverage,Afghanistan,AFG
23.3,1996,AugAverage,Afghanistan,AFG
20.1,1996,SepAverage,Afghanistan,AFG
12.8,1996,OctAverage,Afghanistan,AFG
5.6,1996,NovAverage,Afghanistan,AFG
3.1,1996,DecAverage,Afghanistan,AFG
0.9,1997,JanAverage,Afghanistan,AFG
2.2,1997,FebAverage,Afghanistan,AFG
7.0,1997,MarAverage,Afghanistan,AFG
12.4,1997,AprAverage,Afghanistan,AFG
16.4,1997,MayAverage,Afghanistan,AFG
23.2,1997,JunAverage,Afghanistan,AFG
25.8,1997,JulAverage,Afghanistan,AFG
23.8,1997,AugAverage,Afghanistan,AFG
19.8,1997,SepAverage,Afghanistan,AFG
13.5,1997,OctAverage,Afghanistan,AFG
5.9,1997,NovAverage,Afghanistan,AFG
2.1,1997,DecAverage,Afghanistan,AFG
0.3,1998,JanAverage,Afghanistan,AFG
1.7,1998,FebAverage,Afghanistan,AFG
6.8,1998,MarAverage,Afghanistan,AFG
14.8,1998,AprAverage,Afghanistan,AFG
18.3,1998,MayAverage,Afghanistan,AFG
22.9,1998,JunAverage,Afghanistan,AFG
25.7,1998,JulAverage,Afghanistan,AFG
24.3,1998,AugAverage,Afghanistan,AFG
19.7,1998,SepAverage,Afghanistan,AFG
14.1,1998,OctAverage,Afghanistan,AFG
7.7,1998,NovAverage,Afghanistan,AFG
4.4,1998,DecAverage,Afghanistan,AFG
0.8,1999,JanAverage,Afghanistan,AFG
4.8,1999,FebAverage,Afghanistan,AFG
7.7,1999,MarAverage,Afghanistan,AFG
14.5,1999,AprAverage,Afghanistan,AFG
19.0,1999,MayAverage,Afghanistan,AFG
24.0,1999,JunAverage,Afghanistan,AFG
25.7,1999,JulAverage,Afghanistan,AFG
24.7,1999,AugAverage,Afghanistan,AFG
20.7,1999,SepAverage,Afghanistan,AFG
14.8,1999,OctAverage,Afghanistan,AFG
8.1,1999,NovAverage,Afghanistan,AFG
3.7,1999,DecAverage,Afghanistan,AFG
1.2,2000,JanAverage,Afghanistan,AFG
1.9,2000,FebAverage,Afghanistan,AFG
7.4,2000,MarAverage,Afghanistan,AFG
16.3,2000,AprAverage,Afghanistan,AFG
21.6,2000,MayAverage,Afghanistan,AFG
23.1,2000,JunAverage,Afghanistan,AFG
25.2,2000,JulAverage,Afghanistan,AFG
24.0,2000,AugAverage,Afghanistan,AFG
19.7,2000,SepAverage,Afghanistan,AFG
13.8,2000,OctAverage,Afghanistan,AFG
6.8,2000,NovAverage,Afghanistan,AFG
3.7,2000,DecAverage,Afghanistan,AFG
-0.3,2001,JanAverage,Afghanistan,AFG
2.9,2001,FebAverage,Afghanistan,AFG
8.5,2001,MarAverage,Afghanistan,AFG
15.3,2001,AprAverage,Afghanistan,AFG
21.4,2001,MayAverage,Afghanistan,AFG
24.0,2001,JunAverage,Afghanistan,AFG
25.4,2001,JulAverage,Afghanistan,AFG
24.1,2001,AugAverage,Afghanistan,AFG
19.4,2001,SepAverage,Afghanistan,AFG
14.0,2001,OctAverage,Afghanistan,AFG
8.3,2001,NovAverage,Afghanistan,AFG
4.6,2001,DecAverage,Afghanistan,AFG
1.7,2002,JanAverage,Afghanistan,AFG
3.0,2002,FebAverage,Afghanistan,AFG
9.3,2002,MarAverage,Afghanistan,AFG
14.2,2002,AprAverage,Afghanistan,AFG
19.5,2002,MayAverage,Afghanistan,AFG
23.7,2002,JunAverage,Afghanistan,AFG
25.5,2002,JulAverage,Afghanistan,AFG
25.0,2002,AugAverage,Afghanistan,AFG
19.4,2002,SepAverage,Afghanistan,AFG
15.0,2002,OctAverage,Afghanistan,AFG
7.9,2002,NovAverage,Afghanistan,AFG
1.5,2002,DecAverage,Afghanistan,AFG
1.6,2003,JanAverage,Afghanistan,AFG
3.4,2003,FebAverage,Afghanistan,AFG
7.6,2003,MarAverage,Afghanistan,AFG
13.9,2003,AprAverage,Afghanistan,AFG
16.7,2003,MayAverage,Afghanistan,AFG
23.4,2003,JunAverage,Afghanistan,AFG
25.8,2003,JulAverage,Afghanistan,AFG
24.4,2003,AugAverage,Afghanistan,AFG
19.6,2003,SepAverage,Afghanistan,AFG
14.3,2003,OctAverage,Afghanistan,AFG
6.5,2003,NovAverage,Afghanistan,AFG
2.6,2003,DecAverage,Afghanistan,AFG
2.3,2004,JanAverage,Afghanistan,AFG
5.0,2004,FebAverage,Afghanistan,AFG
10.3,2004,MarAverage,Afghanistan,AFG
14.5,2004,AprAverage,Afghanistan,AFG
19.4,2004,MayAverage,Afghanistan,AFG
23.6,2004,JunAverage,Afghanistan,AFG
25.3,2004,JulAverage,Afghanistan,AFG
24.4,2004,AugAverage,Afghanistan,AFG
19.8,2004,SepAverage,Afghanistan,AFG
12.4,2004,OctAverage,Afghanistan,AFG
9.3,2004,NovAverage,Afghanistan,AFG
3.0,2004,DecAverage,Afghanistan,AFG
0.2,2005,JanAverage,Afghanistan,AFG
0.7,2005,FebAverage,Afghanistan,AFG
9.1,2005,MarAverage,Afghanistan,AFG
13.5,2005,AprAverage,Afghanistan,AFG
17.0,2005,MayAverage,Afghanistan,AFG
23.7,2005,JunAverage,Afghanistan,AFG
25.9,2005,JulAverage,Afghanistan,AFG
24.1,2005,AugAverage,Afghanistan,AFG
20.7,2005,SepAverage,Afghanistan,AFG
14.3,2005,OctAverage,Afghanistan,AFG
7.2,2005,NovAverage,Afghanistan,AFG
3.5,2005,DecAverage,Afghanistan,AFG
-0.7,2006,JanAverage,Afghanistan,AFG
6.2,2006,FebAverage,Afghanistan,AFG
9.2,2006,MarAverage,Afghanistan,AFG
12.9,2006,AprAverage,Afghanistan,AFG
21.7,2006,MayAverage,Afghanistan,AFG
23.6,2006,JunAverage,Afghanistan,AFG
26.3,2006,JulAverage,Afghanistan,AFG
24.4,2006,AugAverage,Afghanistan,AFG
19.6,2006,SepAverage,Afghanistan,AFG
16.4,2006,OctAverage,Afghanistan,AFG
8.3,2006,NovAverage,Afghanistan,AFG
1.3,2006,DecAverage,Afghanistan,AFG
0.7,2007,JanAverage,Afghanistan,AFG
4.0,2007,FebAverage,Afghanistan,AFG
7.4,2007,MarAverage,Afghanistan,AFG
16.8,2007,AprAverage,Afghanistan,AFG
19.4,2007,MayAverage,Afghanistan,AFG
23.9,2007,JunAverage,Afghanistan,AFG
25.4,2007,JulAverage,Afghanistan,AFG
24.3,2007,AugAverage,Afghanistan,AFG
19.7,2007,SepAverage,Afghanistan,AFG
12.0,2007,OctAverage,Afghanistan,AFG
8.9,2007,NovAverage,Afghanistan,AFG
1.9,2007,DecAverage,Afghanistan,AFG
-4.0,2008,JanAverage,Afghanistan,AFG
0.7,2008,FebAverage,Afghanistan,AFG
11.8,2008,MarAverage,Afghanistan,AFG
14.8,2008,AprAverage,Afghanistan,AFG
21.1,2008,MayAverage,Afghanistan,AFG
25.4,2008,JunAverage,Afghanistan,AFG
26.3,2008,JulAverage,Afghanistan,AFG
24.3,2008,AugAverage,Afghanistan,AFG
20.2,2008,SepAverage,Afghanistan,AFG
15.1,2008,OctAverage,Afghanistan,AFG
7.0,2008,NovAverage,Afghanistan,AFG
3.3,2008,DecAverage,Afghanistan,AFG
1.5,2009,JanAverage,Afghanistan,AFG
5.0,2009,FebAverage,Afghanistan,AFG
10.1,2009,MarAverage,Afghanistan,AFG
12.1,2009,AprAverage,Afghanistan,AFG
19.6,2009,MayAverage,Afghanistan,AFG
22.3,2009,JunAverage,Afghanistan,AFG
26.0,2009,JulAverage,Afghanistan,AFG
25.4,2009,AugAverage,Afghanistan,AFG
20.4,2009,SepAverage,Afghanistan,AFG
13.5,2009,OctAverage,Afghanistan,AFG
7.2,2009,NovAverage,Afghanistan,AFG
3.4,2009,DecAverage,Afghanistan,AFG
3.1,2010,JanAverage,Afghanistan,AFG
3.1,2010,FebAverage,Afghanistan,AFG
11.0,2010,MarAverage,Afghanistan,AFG
16.1,2010,AprAverage,Afghanistan,AFG
19.3,2010,MayAverage,Afghanistan,AFG
23.5,2010,JunAverage,Afghanistan,AFG
25.4,2010,JulAverage,Afghanistan,AFG
24.1,2010,AugAverage,Afghanistan,AFG
19.0,2010,SepAverage,Afghanistan,AFG
15.8,2010,OctAverage,Afghanistan,AFG
7.3,2010,NovAverage,Afghanistan,AFG
2.4,2010,DecAverage,Afghanistan,AFG
0.7,2011,JanAverage,Afghanistan,AFG
2.5,2011,FebAverage,Afghanistan,AFG
8.4,2011,MarAverage,Afghanistan,AFG
14.6,2011,AprAverage,Afghanistan,AFG
21.3,2011,MayAverage,Afghanistan,AFG
25.0,2011,JunAverage,Afghanistan,AFG
25.6,2011,JulAverage,Afghanistan,AFG
25.1,2011,AugAverage,Afghanistan,AFG
19.7,2011,SepAverage,Afghanistan,AFG
14.4,2011,OctAverage,Afghanistan,AFG
7.0,2011,NovAverage,Afghanistan,AFG
0.4,2011,DecAverage,Afghanistan,AFG
-0.5,2012,JanAverage,Afghanistan,AFG
-0.3,2012,FebAverage,Afghanistan,AFG
7.5,2012,MarAverage,Afghanistan,AFG
14.5,2012,AprAverage,Afghanistan,AFG
19.1,2012,MayAverage,Afghanistan,AFG
23.4,2012,JunAverage,Afghanistan,AFG
26.4,2012,JulAverage,Afghanistan,AFG
24.7,2012,AugAverage,Afghanistan,AFG
19.5,2012,SepAverage,Afghanistan,AFG
13.8,2012,OctAverage,Afghanistan,AFG
7.2,2012,NovAverage,Afghanistan,AFG
2.3,2012,DecAverage,Afghanistan,AFG
1.5,2013,JanAverage,Afghanistan,AFG
3.5,2013,FebAverage,Afghanistan,AFG
9.2,2013,MarAverage,Afghanistan,AFG
13.4,2013,AprAverage,Afghanistan,AFG
19.5,2013,MayAverage,Afghanistan,AFG
24.6,2013,JunAverage,Afghanistan,AFG
26.4,2013,JulAverage,Afghanistan,AFG
24.3,2013,AugAverage,Afghanistan,AFG
21.4,2013,SepAverage,Afghanistan,AFG
14.7,2013,OctAverage,Afghanistan,AFG
7.6,2013,NovAverage,Afghanistan,AFG
2.7,2013,DecAverage,Afghanistan,AFG
1.7,2014,JanAverage,Afghanistan,AFG
-0.3,2014,FebAverage,Afghanistan,AFG
7.8,2014,MarAverage,Afghanistan,AFG
13.7,2014,AprAverage,Afghanistan,AFG
19.2,2014,MayAverage,Afghanistan,AFG
24.7,2014,JunAverage,Afghanistan,AFG
26.2,2014,JulAverage,Afghanistan,AFG
25.0,2014,AugAverage,Afghanistan,AFG
21.2,2014,SepAverage,Afghanistan,AFG
14.2,2014,OctAverage,Afghanistan,AFG
6.5,2014,NovAverage,Afghanistan,AFG
2.3,2014,DecAverage,Afghanistan,AFG
1.8,2015,JanAverage,Afghanistan,AFG
4.5,2015,FebAverage,Afghanistan,AFG
6.9,2015,MarAverage,Afghanistan,AFG
14.7,2015,AprAverage,Afghanistan,AFG
19.5,2015,MayAverage,Afghanistan,AFG
24.8,2015,JunAverage,Afghanistan,AFG
26.2,2015,JulAverage,Afghanistan,AFG
24.0,2015,AugAverage,Afghanistan,AFG
19.0,2015,SepAverage,Afghanistan,AFG
14.6,2015,OctAverage,Afghanistan,AFG
7.3,2015,NovAverage,Afghanistan,AFG
2.9,2015,DecAverage,Afghanistan,AFG
3.4,2016,JanAverage,Afghanistan,AFG
4.3,2016,FebAverage,Afghanistan,AFG
8.9,2016,MarAverage,Afghanistan,AFG
14.3,2016,AprAverage,Afghanistan,AFG
20.2,2016,MayAverage,Afghanistan,AFG
24.8,2016,JunAverage,Afghanistan,AFG
26.6,2016,JulAverage,Afghanistan,AFG
24.4,2016,AugAverage,Afghanistan,AFG
21.5,2016,SepAverage,Afghanistan,AFG
13.8,2016,OctAverage,Afghanistan,AFG
6.1,2016,NovAverage,Afghanistan,AFG
4.4,2016,DecAverage,Afghanistan,AFG
0.6,2017,JanAverage,Afghanistan,AFG
2.1,2017,FebAverage,Afghanistan,AFG
8.1,2017,MarAverage,Afghanistan,AFG
14.8,2017,AprAverage,Afghanistan,AFG
21.0,2017,MayAverage,Afghanistan,AFG
24.9,2017,JunAverage,Afghanistan,AFG
26.2,2017,JulAverage,Afghanistan,AFG
24.3,2017,AugAverage,Afghanistan,AFG
20.2,2017,SepAverage,Afghanistan,AFG
15.3,2017,OctAverage,Afghanistan,AFG
8.2,2017,NovAverage,Afghanistan,AFG
2.5,2017,DecAverage,Afghanistan,AFG
2.0,2018,JanAverage,Afghanistan,AFG
4.3,2018,FebAverage,Afghanistan,AFG
11.7,2018,MarAverage,Afghanistan,AFG
15.0,2018,AprAverage,Afghanistan,AFG
18.9,2018,MayAverage,Afghanistan,AFG
24.7,2018,JunAverage,Afghanistan,AFG
27.0,2018,JulAverage,Afghanistan,AFG
25.2,2018,AugAverage,Afghanistan,AFG
20.3,2018,SepAverage,Afghanistan,AFG
13.4,2018,OctAverage,Afghanistan,AFG
7.2,2018,NovAverage,Afghanistan,AFG
3.6,2018,DecAverage,Afghanistan,AFG
2.3,2019,JanAverage,Afghanistan,AFG
2.6,2019,FebAverage,Afghanistan,AFG
8.1,2019,MarAverage,Afghanistan,AFG
14.1,2019,AprAverage,Afghanistan,AFG
18.6,2019,MayAverage,Afghanistan,AFG
23.4,2019,JunAverage,Afghanistan,AFG
27.1,2019,JulAverage,Afghanistan,AFG
24.6,2019,AugAverage,Afghanistan,AFG
21.2,2019,SepAverage,Afghanistan,AFG
14.5,2019,OctAverage,Afghanistan,AFG
5.4,2019,NovAverage,Afghanistan,AFG
3.2,2019,DecAverage,Afghanistan,AFG
-0.2,2020,JanAverage,Afghanistan,AFG
4.6,2020,FebAverage,Afghanistan,AFG
8.2,2020,MarAverage,Afghanistan,AFG
13.5,2020,AprAverage,Afghanistan,AFG
19.2,2020,MayAverage,Afghanistan,AFG
24.1,2020,JunAverage,Afghanistan,AFG
26.2,2020,JulAverage,Afghanistan,AFG
24.9,2020,AugAverage,Afghanistan,AFG
18.8,2020,SepAverage,Afghanistan,AFG
12.2,2020,OctAverage,Afghanistan,AFG
5.7,2020,NovAverage,Afghanistan,AFG
0.5,2020,DecAverage,Afghanistan,AFG
1.5,1991,JanAverage,Albania,ALB
1.7,1991,FebAverage,Albania,ALB
7.9,1991,MarAverage,Albania,ALB
8.7,1991,AprAverage,Albania,ALB
11.6,1991,MayAverage,Albania,ALB
18.5,1991,JunAverage,Albania,ALB
20.5,1991,JulAverage,Albania,ALB
20.5,1991,AugAverage,Albania,ALB
17.8,1991,SepAverage,Albania,ALB
12.3,1991,OctAverage,Albania,ALB
8.0,1991,NovAverage,Albania,ALB
0.9,1991,DecAverage,Albania,ALB
1.5,1992,JanAverage,Albania,ALB
2.1,1992,FebAverage,Albania,ALB
5.7,1992,MarAverage,Albania,ALB
10.0,1992,AprAverage,Albania,ALB
14.6,1992,MayAverage,Albania,ALB
17.6,1992,JunAverage,Albania,ALB
20.3,1992,JulAverage,Albania,ALB
23.0,1992,AugAverage,Albania,ALB
17.2,1992,SepAverage,Albania,ALB
14.0,1992,OctAverage,Albania,ALB
8.4,1992,NovAverage,Albania,ALB
2.8,1992,DecAverage,Albania,ALB
1.5,1993,JanAverage,Albania,ALB
1.0,1993,FebAverage,Albania,ALB
4.7,1993,MarAverage,Albania,ALB
10.0,1993,AprAverage,Albania,ALB
15.4,1993,MayAverage,Albania,ALB
19.2,1993,JunAverage,Albania,ALB
20.5,1993,JulAverage,Albania,ALB
21.7,1993,AugAverage,Albania,ALB
16.8,1993,SepAverage,Albania,ALB
13.8,1993,OctAverage,Albania,ALB
6.7,1993,NovAverage,Albania,ALB
4.9,1993,DecAverage,Albania,ALB
3.7,1994,JanAverage,Albania,ALB
3.2,1994,FebAverage,Albania,ALB
7.6,1994,MarAverage,Albania,ALB
10.5,1994,AprAverage,Albania,ALB
15.5,1994,MayAverage,Albania,ALB
18.6,1994,JunAverage,Albania,ALB
22.5,1994,JulAverage,Albania,ALB
23.0,1994,AugAverage,Albania,ALB
19.7,1994,SepAverage,Albania,ALB
13.0,1994,OctAverage,Albania,ALB
7.2,1994,NovAverage,Albania,ALB
3.5,1994,DecAverage,Albania,ALB
1.9,1995,JanAverage,Albania,ALB
5.4,1995,FebAverage,Albania,ALB
5.4,1995,MarAverage,Albania,ALB
9.0,1995,AprAverage,Albania,ALB
14.0,1995,MayAverage,Albania,ALB
18.1,1995,JunAverage,Albania,ALB
22.1,1995,JulAverage,Albania,ALB
20.0,1995,AugAverage,Albania,ALB
15.9,1995,SepAverage,Albania,ALB
11.9,1995,OctAverage,Albania,ALB
5.4,1995,NovAverage,Albania,ALB
5.0,1995,DecAverage,Albania,ALB
2.6,1996,JanAverage,Albania,ALB
1.9,1996,FebAverage,Albania,ALB
3.5,1996,MarAverage,Albania,ALB
9.4,1996,AprAverage,Albania,ALB
15.5,1996,MayAverage,Albania,ALB
19.4,1996,JunAverage,Albania,ALB
20.5,1996,JulAverage,Albania,ALB
21.0,1996,AugAverage,Albania,ALB
14.5,1996,SepAverage,Albania,ALB
11.2,1996,OctAverage,Albania,ALB
8.4,1996,NovAverage,Albania,ALB
3.7,1996,DecAverage,Albania,ALB
3.1,1997,JanAverage,Albania,ALB
3.6,1997,FebAverage,Albania,ALB
6.0,1997,MarAverage,Albania,ALB
6.5,1997,AprAverage,Albania,ALB
15.3,1997,MayAverage,Albania,ALB
19.3,1997,JunAverage,Albania,ALB
20.6,1997,JulAverage,Albania,ALB
19.7,1997,AugAverage,Albania,ALB
17.1,1997,SepAverage,Albania,ALB
10.9,1997,OctAverage,Albania,ALB
8.1,1997,NovAverage,Albania,ALB
4.0,1997,DecAverage,Albania,ALB
3.3,1998,JanAverage,Albania,ALB
5.2,1998,FebAverage,Albania,ALB
4.4,1998,MarAverage,Albania,ALB
10.9,1998,AprAverage,Albania,ALB
14.5,1998,MayAverage,Albania,ALB
19.9,1998,JunAverage,Albania,ALB
22.3,1998,JulAverage,Albania,ALB
22.5,1998,AugAverage,Albania,ALB
16.9,1998,SepAverage,Albania,ALB
13.0,1998,OctAverage,Albania,ALB
6.7,1998,NovAverage,Albania,ALB
1.9,1998,DecAverage,Albania,ALB
2.5,1999,JanAverage,Albania,ALB
1.9,1999,FebAverage,Albania,ALB
6.5,1999,MarAverage,Albania,ALB
10.6,1999,AprAverage,Albania,ALB
15.9,1999,MayAverage,Albania,ALB
19.6,1999,JunAverage,Albania,ALB
21.4,1999,JulAverage,Albania,ALB
22.2,1999,AugAverage,Albania,ALB
18.3,1999,SepAverage,Albania,ALB
13.4,1999,OctAverage,Albania,ALB
7.6,1999,NovAverage,Albania,ALB
4.6,1999,DecAverage,Albania,ALB
0.1,2000,JanAverage,Albania,ALB
3.3,2000,FebAverage,Albania,ALB
5.8,2000,MarAverage,Albania,ALB
12.1,2000,AprAverage,Albania,ALB
16.9,2000,MayAverage,Albania,ALB
20.3,2000,JunAverage,Albania,ALB
21.6,2000,JulAverage,Albania,ALB
22.7,2000,AugAverage,Albania,ALB
17.3,2000,SepAverage,Albania,ALB
13.0,2000,OctAverage,Albania,ALB
10.2,2000,NovAverage,Albania,ALB
5.0,2000,DecAverage,Albania,ALB
4.2,2001,JanAverage,Albania,ALB
4.2,2001,FebAverage,Albania,ALB
9.6,2001,MarAverage,Albania,ALB
9.8,2001,AprAverage,Albania,ALB
15.9,2001,MayAverage,Albania,ALB
18.1,2001,JunAverage,Albania,ALB
22.0,2001,JulAverage,Albania,ALB
22.7,2001,AugAverage,Albania,ALB
16.7,2001,SepAverage,Albania,ALB
14.1,2001,OctAverage,Albania,ALB
6.9,2001,NovAverage,Albania,ALB
0.5,2001,DecAverage,Albania,ALB
1.3,2002,JanAverage,Albania,ALB
6.1,2002,FebAverage,Albania,ALB
7.9,2002,MarAverage,Albania,ALB
10.1,2002,AprAverage,Albania,ALB
16.0,2002,MayAverage,Albania,ALB
20.1,2002,JunAverage,Albania,ALB
22.2,2002,JulAverage,Albania,ALB
20.7,2002,AugAverage,Albania,ALB
16.2,2002,SepAverage,Albania,ALB
12.3,2002,OctAverage,Albania,ALB
9.4,2002,NovAverage,Albania,ALB
3.6,2002,DecAverage,Albania,ALB
3.1,2003,JanAverage,Albania,ALB
-0.6,2003,FebAverage,Albania,ALB
5.1,2003,MarAverage,Albania,ALB
9.2,2003,AprAverage,Albania,ALB
17.5,2003,MayAverage,Albania,ALB
21.0,2003,JunAverage,Albania,ALB
22.5,2003,JulAverage,Albania,ALB
23.6,2003,AugAverage,Albania,ALB
17.1,2003,SepAverage,Albania,ALB
12.3,2003,OctAverage,Albania,ALB
9.1,2003,NovAverage,Albania,ALB
3.6,2003,DecAverage,Albania,ALB
1.1,2004,JanAverage,Albania,ALB
3.5,2004,FebAverage,Albania,ALB
6.3,2004,MarAverage,Albania,ALB
10.7,2004,AprAverage,Albania,ALB
13.5,2004,MayAverage,Albania,ALB
18.5,2004,JunAverage,Albania,ALB
21.8,2004,JulAverage,Albania,ALB
21.0,2004,AugAverage,Albania,ALB
17.1,2004,SepAverage,Albania,ALB
14.2,2004,OctAverage,Albania,ALB
7.9,2004,NovAverage,Albania,ALB
4.9,2004,DecAverage,Albania,ALB
2.0,2005,JanAverage,Albania,ALB
0.7,2005,FebAverage,Albania,ALB
5.5,2005,MarAverage,Albania,ALB
10.0,2005,AprAverage,Albania,ALB
15.5,2005,MayAverage,Albania,ALB
18.7,2005,JunAverage,Albania,ALB
21.7,2005,JulAverage,Albania,ALB
20.5,2005,AugAverage,Albania,ALB
17.6,2005,SepAverage,Albania,ALB
12.0,2005,OctAverage,Albania,ALB
7.0,2005,NovAverage,Albania,ALB
3.5,2005,DecAverage,Albania,ALB
0.6,2006,JanAverage,Albania,ALB
2.7,2006,FebAverage,Albania,ALB
5.9,2006,MarAverage,Albania,ALB
11.1,2006,AprAverage,Albania,ALB
15.3,2006,MayAverage,Albania,ALB
18.7,2006,JunAverage,Albania,ALB
22.3,2006,JulAverage,Albania,ALB
20.9,2006,AugAverage,Albania,ALB
18.0,2006,SepAverage,Albania,ALB
13.4,2006,OctAverage,Albania,ALB
7.1,2006,NovAverage,Albania,ALB
4.1,2006,DecAverage,Albania,ALB
4.5,2007,JanAverage,Albania,ALB
5.2,2007,FebAverage,Albania,ALB
7.6,2007,MarAverage,Albania,ALB
11.4,2007,AprAverage,Albania,ALB
16.1,2007,MayAverage,Albania,ALB
20.6,2007,JunAverage,Albania,ALB
23.3,2007,JulAverage,Albania,ALB
22.4,2007,AugAverage,Albania,ALB
16.2,2007,SepAverage,Albania,ALB
12.1,2007,OctAverage,Albania,ALB
6.5,2007,NovAverage,Albania,ALB
2.1,2007,DecAverage,Albania,ALB
2.9,2008,JanAverage,Albania,ALB
3.8,2008,FebAverage,Albania,ALB
7.8,2008,MarAverage,Albania,ALB
11.0,2008,AprAverage,Albania,ALB
15.7,2008,MayAverage,Albania,ALB
20.1,2008,JunAverage,Albania,ALB
22.1,2008,JulAverage,Albania,ALB
22.8,2008,AugAverage,Albania,ALB
16.7,2008,SepAverage,Albania,ALB
13.1,2008,OctAverage,Albania,ALB
8.8,2008,NovAverage,Albania,ALB
4.6,2008,DecAverage,Albania,ALB
2.9,2009,JanAverage,Albania,ALB
2.6,2009,FebAverage,Albania,ALB
6.0,2009,MarAverage,Albania,ALB
11.5,2009,AprAverage,Albania,ALB
16.7,2009,MayAverage,Albania,ALB
18.8,2009,JunAverage,Albania,ALB
22.2,2009,JulAverage,Albania,ALB
22.5,2009,AugAverage,Albania,ALB
18.3,2009,SepAverage,Albania,ALB
12.3,2009,OctAverage,Albania,ALB
8.3,2009,NovAverage,Albania,ALB
5.2,2009,DecAverage,Albania,ALB
2.3,2010,JanAverage,Albania,ALB
4.1,2010,FebAverage,Albania,ALB
6.7,2010,MarAverage,Albania,ALB
11.2,2010,AprAverage,Albania,ALB
15.1,2010,MayAverage,Albania,ALB
18.8,2010,JunAverage,Albania,ALB
22.3,2010,JulAverage,Albania,ALB
22.8,2010,AugAverage,Albania,ALB
17.2,2010,SepAverage,Albania,ALB
11.4,2010,OctAverage,Albania,ALB
10.5,2010,NovAverage,Albania,ALB
4.1,2010,DecAverage,Albania,ALB
2.4,2011,JanAverage,Albania,ALB
3.1,2011,FebAverage,Albania,ALB
6.3,2011,MarAverage,Albania,ALB
10.9,2011,AprAverage,Albania,ALB
15.0,2011,MayAverage,Albania,ALB
19.5,2011,JunAverage,Albania,ALB
21.9,2011,JulAverage,Albania,ALB
22.5,2011,AugAverage,Albania,ALB
20.2,2011,SepAverage,Albania,ALB
11.4,2011,OctAverage,Albania,ALB
6.2,2011,NovAverage,Albania,ALB
4.5,2011,DecAverage,Albania,ALB
1.2,2012,JanAverage,Albania,ALB
0.3,2012,FebAverage,Albania,ALB
